codigo,informalidad_2005
81736,92.1835708618164
81794,88.5954360961914
85001,78.37129974365234
85010,87.78241729736328
85015,84.50413513183594
85125,96.70991516113281
85136,88.88888549804688
85139,91.12903594970703
85162,85.3094482421875
85225,90.6007080078125
85230,95.46080017089844
85250,93.06188201904297
85263,93.74308013916016
85279,83.48213958740234
85300,86.85047912597656
85315,87.66815948486328
85325,92.35372161865234
85400,90.56832122802734
85410,78.54679107666016
85430,97.00711059570312
85440,81.47380828857422
86001,77.99235534667969
86219,91.30809020996094
86320,94.67645263671875
86568,89.7854232788086
86569,92.67399597167969
86571,94.69696807861328
86573,93.5123062133789
86749,87.65174865722656
86755,92.42979431152344
86757,96.86125183105469
86760,95.66395568847656
86865,96.2649917602539
86885,97.65625
88001,66.95394134521484
88564,76.0888900756836
91001,84.13002014160156
91263,92.0
91405,96.71717071533203
91407,93.78378295898438
91460,100.0
91536,96.6942138671875
91540,95.15377807617188
91669,94.89795684814453
91798,94.85713958740234
94001,78.2775650024414
94343,98.74214172363281
94883,98.9795913696289
94884,96.42857360839844
94885,99.01960754394531
94886,96.55172729492188
95001,86.71007537841797
95015,94.08380889892578
95025,93.9297103881836
95200,98.19884490966797
97001,65.63591003417969
97161,73.4375
97666,94.29530334472656
97777,100.0
97889,98.63481140136719
99001,73.50048828125
99524,91.41104125976562
99624,94.44444274902344
99773,96.96196746826172
